course_title,skills,rating,review_count,level,duration,skills_list,filtered_skills,Algorithms,Business Analysis,Cloud Computing,Communication,Computer Programming,Critical Thinking,Data Analysis,Data Management,Data Visualization,Databases,Decision Making,Entrepreneurship,Finance,General Statistics,Human Learning,Leadership and Management,Machine Learning,Machine Learning Algorithms,Marketing,Planning,Probability & Statistics,Problem Solving,Python Programming,Strategy,Strategy and Operations
Analysing: Numeric and digital literacies,"{"" Business Analysis"","" Accounting"","" Finance"","" Data Analysis"","" Entrepreneurship"","" Business Intelligence"","" Customer Analysis"","" Data Visualization"","" Data Visualization Software"","" Financial Accounting"","" Big Data"","" Data Analysis Software"","" General Statistics"","" Leadership and Management"","" Management Accounting"","" Market Research"","" Marketing"","" Probability & Statistics"","" Research and Design"","" Correlation And Dependence"","" Financial Analysis"","" Probability Distribution"","" Financial Management"","" Communication"","" Digital Marketing"","" Market Analysis"","" Organizational Development"","" Tableau Software""}",4.6,1100.0,Beginner , 3 - 6 Months,"['Business Analysis', 'Accounting', 'Finance', 'Data Analysis', 'Entrepreneurship', 'Business Intelligence', 'Customer Analysis', 'Data Visualization', 'Data Visualization Software', 'Financial Accounting', 'Big Data', 'Data Analysis Software', 'General Statistics', 'Leadership and Management', 'Management Accounting', 'Market Research', 'Marketing', 'Probability & Statistics', 'Research and Design', 'Correlation And Dependence', 'Financial Analysis', 'Probability Distribution', 'Financial Management', 'Communication', 'Digital Marketing', 'Market Analysis', 'Organizational Development', 'Tableau Software']","['Business Analysis', 'Finance', 'Data Analysis', 'Entrepreneurship', 'Data Visualization', 'General Statistics', 'Leadership and Management', 'Marketing', 'Probability & Statistics', 'Communication']",0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
Initiating and Planning Projects,"{"" Project Management"","" Conflict Management"","" Leadership and Management"","" Planning""}",4.7,22400.0,Mixed , 1 - 3 Months,"['Project Management', 'Conflict Management', 'Leadership and Management', 'Planning']","['Leadership and Management', 'Planning']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Fundamentals of Social Media Advertising,"{"" Advertising"","" Communication"","" Digital Marketing"","" Marketing"","" Sales"","" Marketing Design"","" Research and Design"","" Social Media"","" Brand Management""}",4.8,2100.0,Beginner , 1 - 3 Months,"['Advertising', 'Communication', 'Digital Marketing', 'Marketing', 'Sales', 'Marketing Design', 'Research and Design', 'Social Media', 'Brand Management']","['Communication', 'Marketing']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Health Information Literacy for Data Analytics,"{"" Data Analysis"","" Data Management"","" Clinical Data Management"","" Data Model"","" Data Structures"","" Databases"","" Leadership and Management"","" Data Warehousing"","" Big Data"","" Extract"","" Transform"","" Load""}",4.4,201.0,Intermediate , 3 - 6 Months,"['Data Analysis', 'Data Management', 'Clinical Data Management', 'Data Model', 'Data Structures', 'Databases', 'Leadership and Management', 'Data Warehousing', 'Big Data', 'Extract', 'Transform', 'Load']","['Data Analysis', 'Data Management', 'Databases', 'Leadership and Management']",0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Water Cooperation and Diplomacy,"{"" Negotiation""}",4.677240684793555,7827.922457200403,Intermediate , 1 - 3 Months,['Negotiation'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Big Data,"{"" Data Analysis"","" Big Data"","" Data Management"","" Databases"","" Data Model"","" Exploratory Data Analysis"","" Machine Learning"","" Data Structures"","" Data Analysis Software"","" Data Visualization"","" SQL"","" Data Mining"","" Distributed Computing Architecture"","" Apache"","" Database Design"","" Extract"","" Transform"","" Load"","" Graph Theory"","" Probability & Statistics"","" Statistical Programming"","" Mathematics"","" Data Architecture"","" Data Warehousing"","" Machine Learning Algorithms"","" Process Analysis"","" Leadership and Management"","" Cloud Computing"","" PostgreSQL"","" Statistical Visualization"","" Algorithms"","" Human Learning""}",4.5,13600.0,Beginner , 3 - 6 Months,"['Data Analysis', 'Big Data', 'Data Management', 'Databases', 'Data Model', 'Exploratory Data Analysis', 'Machine Learning', 'Data Structures', 'Data Analysis Software', 'Data Visualization', 'SQL', 'Data Mining', 'Distributed Computing Architecture', 'Apache', 'Database Design', 'Extract', 'Transform', 'Load', 'Graph Theory', 'Probability & Statistics', 'Statistical Programming', 'Mathematics', 'Data Architecture', 'Data Warehousing', 'Machine Learning Algorithms', 'Process Analysis', 'Leadership and Management', 'Cloud Computing', 'PostgreSQL', 'Statistical Visualization', 'Algorithms', 'Human Learning']","['Data Analysis', 'Data Management', 'Databases', 'Machine Learning', 'Data Visualization', 'Probability & Statistics', 'Machine Learning Algorithms', 'Leadership and Management', 'Cloud Computing', 'Algorithms', 'Human Learning']",1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
Ethical Leadership,"{"" Leadership and Management"","" Communication""}",4.8,51.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Communication']","['Leadership and Management', 'Communication']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mastering Final Cut Pro,"{"" Media Production"","" Computer Graphics"","" Graphics Software"","" Visual Design"","" Computer Graphic Techniques"","" Creativity"","" Interactive Design"","" Media Strategy & Planning"","" Social Media""}",4.5,197.0,Beginner , 1 - 3 Months,"['Media Production', 'Computer Graphics', 'Graphics Software', 'Visual Design', 'Computer Graphic Techniques', 'Creativity', 'Interactive Design', 'Media Strategy & Planning', 'Social Media']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finance for Non-Financial Managers,"{"" Accounting"","" Finance"","" Financial Analysis"","" Financial Accounting"","" General Accounting"","" Financial Management"","" Generally Accepted Accounting Principles (GAAP)"","" Leadership and Management"","" Business Analysis"","" Data Analysis""}",4.4,385.0,Intermediate , 1 - 3 Months,"['Accounting', 'Finance', 'Financial Analysis', 'Financial Accounting', 'General Accounting', 'Financial Management', 'Generally Accepted Accounting Principles (GAAP)', 'Leadership and Management', 'Business Analysis', 'Data Analysis']","['Finance', 'Leadership and Management', 'Business Analysis', 'Data Analysis']",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Operations Analytics,"{"" Data Analysis"","" Forecasting"","" Leadership and Management"","" Mathematical Theory & Analysis"","" Mathematics"","" Operations Management"","" Operations Research"","" Probability & Statistics"","" Spreadsheet Software"","" Statistical Analysis""}",4.7,5000.0,Mixed , 1 - 4 Weeks,"['Data Analysis', 'Forecasting', 'Leadership and Management', 'Mathematical Theory & Analysis', 'Mathematics', 'Operations Management', 'Operations Research', 'Probability & Statistics', 'Spreadsheet Software', 'Statistical Analysis']","['Data Analysis', 'Leadership and Management', 'Probability & Statistics']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Introduction to Scrum Master Training,"{"" Agile Software Development"","" Collaboration"","" Leadership and Management"","" Planning"","" Product Development"","" Product Lifecycle"","" Product Management"","" Project Management"","" Scrum (Software Development)"","" Business Communication"","" Software Engineering""}",4.7,1700.0,Beginner , 1 - 3 Months,"['Agile Software Development', 'Collaboration', 'Leadership and Management', 'Planning', 'Product Development', 'Product Lifecycle', 'Product Management', 'Project Management', 'Scrum (Software Development)', 'Business Communication', 'Software Engineering']","['Leadership and Management', 'Planning']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Foundations of Teaching for Learning: Introduction,"{"" Human Learning"","" Planning""}",4.6,744.0,Mixed , 1 - 4 Weeks,"['Human Learning', 'Planning']","['Human Learning', 'Planning']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Improving Leadership & Governance in Nonprofit Organizations,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Organizational Development"","" Business Psychology"","" Entrepreneurship"","" Marketing"","" Planning"","" Sales"","" Supply Chain and Logistics"","" Leadership Development"","" Performance Management"","" Risk Management""}",4.4,222.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Strategy', 'Strategy and Operations', 'Organizational Development', 'Business Psychology', 'Entrepreneurship', 'Marketing', 'Planning', 'Sales', 'Supply Chain and Logistics', 'Leadership Development', 'Performance Management', 'Risk Management']","['Leadership and Management', 'Strategy', 'Strategy and Operations', 'Entrepreneurship', 'Marketing', 'Planning']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1
Dirección y Gestión de Negocios,"{"" Communication"","" Marketing"","" Organizational Development"","" Process Analysis"","" Strategy"","" Business Communication"","" Business Intelligence"","" Decision Making"","" Leadership and Management"","" Negotiation"","" Persona Research"","" Continuous Integration"","" Econometrics"","" Human Resources"","" Innovation"","" Operational Analysis"","" Planning"","" Project Management"","" Strategy and Operations"","" Marketing Design"","" Marketing Management"","" Probability & Statistics"","" Probability Distribution"","" Behavioral Economics"","" Cloud Load Balancing"","" Computational Logic"","" Customer Analysis"","" Extract"","" Transform"","" Load"","" Finance"","" General Statistics"","" User Experience Design"","" Business"","" Professional Development""}",4.8,1600.0,Beginner , 1 - 3 Months,"['Communication', 'Marketing', 'Organizational Development', 'Process Analysis', 'Strategy', 'Business Communication', 'Business Intelligence', 'Decision Making', 'Leadership and Management', 'Negotiation', 'Persona Research', 'Continuous Integration', 'Econometrics', 'Human Resources', 'Innovation', 'Operational Analysis', 'Planning', 'Project Management', 'Strategy and Operations', 'Marketing Design', 'Marketing Management', 'Probability & Statistics', 'Probability Distribution', 'Behavioral Economics', 'Cloud Load Balancing', 'Computational Logic', 'Customer Analysis', 'Extract', 'Transform', 'Load', 'Finance', 'General Statistics', 'User Experience Design', 'Business', 'Professional Development']","['Communication', 'Marketing', 'Strategy', 'Decision Making', 'Leadership and Management', 'Planning', 'Strategy and Operations', 'Probability & Statistics', 'Finance', 'General Statistics']",0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1
Investment Management in an Evolving and Volatile World by HEC Paris and AXA Investment Managers,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Financial Analysis"","" Financial Management"","" Mathematics"","" Risk Management"","" Statistical Analysis"","" Market Analysis"","" Correlation And Dependence""}",4.6,733.0,Intermediate , 1 - 4 Weeks,"['Finance', 'Investment Management', 'Leadership and Management', 'Financial Analysis', 'Financial Management', 'Mathematics', 'Risk Management', 'Statistical Analysis', 'Market Analysis', 'Correlation And Dependence']","['Finance', 'Leadership and Management']",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Cybersecurity Compliance Framework & System Administration,"{"" Cryptography"","" Linux"","" System Software""}",4.7,3100.0,Beginner , 1 - 3 Months,"['Cryptography', 'Linux', 'System Software']",[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foundations of Global Health,"{"" Leadership and Management"","" Training"","" Human Learning"","" Planning"","" Culture""}",4.7,1100.0,Beginner , 3 - 6 Months,"['Leadership and Management', 'Training', 'Human Learning', 'Planning', 'Culture']","['Leadership and Management', 'Human Learning', 'Planning']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
Building No-Code Apps with AppSheet,"{"" Application Development"","" Mobile Development Tools"","" Spreadsheet Software"","" User Experience"","" Data Management"","" Databases"","" Google Cloud Platform"","" User Experience Design"","" Cloud Applications"","" Mobile Development""}",4.7,124.0,Beginner , 3 - 6 Months,"['Application Development', 'Mobile Development Tools', 'Spreadsheet Software', 'User Experience', 'Data Management', 'Databases', 'Google Cloud Platform', 'User Experience Design', 'Cloud Applications', 'Mobile Development']","['Data Management', 'Databases']",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Crash Course in Causality:  Inferring Causal Effects from Observational Data,"{"" General Statistics"","" Probability & Statistics"","" Statistical Tests"","" Data Analysis"","" Statistical Analysis"","" Experiment"","" Probability Distribution"","" R Programming"","" Regression"","" Statistical Programming""}",4.7,518.0,Intermediate , 1 - 3 Months,"['General Statistics', 'Probability & Statistics', 'Statistical Tests', 'Data Analysis', 'Statistical Analysis', 'Experiment', 'Probability Distribution', 'R Programming', 'Regression', 'Statistical Programming']","['General Statistics', 'Probability & Statistics', 'Data Analysis']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Data Modeling in Power BI,"{"" Data Analysis"","" Data Model"","" Power BI""}",4.3,90.0,Beginner , 1 - 4 Weeks,"['Data Analysis', 'Data Model', 'Power BI']",['Data Analysis'],0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Nuts and Bolts of Machine Learning,"{"" Machine Learning"","" Python Programming""}",4.8,149.0,Advanced , 1 - 3 Months,"['Machine Learning', 'Python Programming']","['Machine Learning', 'Python Programming']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Coding for Beginners: An Easy Introduction,"{"" Computer Programming"","" Python Programming""}",2.9,18.0,Beginner , Less Than 2 Hours,"['Computer Programming', 'Python Programming']","['Computer Programming', 'Python Programming']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Цифровий маркетинг і електронна комерція від Google,"{"" Digital Marketing"","" Marketing"","" E-Commerce"","" Problem Solving"","" Social Media"","" Advertising"","" Marketing Management"","" Search Engine Optimization"","" Strategy"","" Data Analysis"","" Sales"","" Market Analysis"","" Process Analysis"","" Advertising Sales"","" Algorithms"","" Business Analysis"","" Data Structures"","" Google App Engine"","" Web Development Tools"","" Account Management""}",4.9,1200.0,Beginner , 3 - 6 Months,"['Digital Marketing', 'Marketing', 'E-Commerce', 'Problem Solving', 'Social Media', 'Advertising', 'Marketing Management', 'Search Engine Optimization', 'Strategy', 'Data Analysis', 'Sales', 'Market Analysis', 'Process Analysis', 'Advertising Sales', 'Algorithms', 'Business Analysis', 'Data Structures', 'Google App Engine', 'Web Development Tools', 'Account Management']","['Marketing', 'Problem Solving', 'Strategy', 'Data Analysis', 'Algorithms', 'Business Analysis']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
Data Science: Statistics and Machine Learning,"{"" R Programming"","" Data Analysis"","" Statistical Analysis"","" Statistical Programming"","" Probability & Statistics"","" Statistical Machine Learning"","" General Statistics"","" Machine Learning Algorithms"","" Human Learning"","" Machine Learning"","" Problem Solving"","" Statistical Tests"","" Regression"","" Computer Programming"","" Algorithms"","" Applied Machine Learning"","" Correlation And Dependence"","" Data Model"","" Estimation"","" Probability Distribution"","" Machine Learning Software"","" Natural Language Processing"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Computer Graphics"","" Data Visualization"","" Interactive Data Visualization"","" Plot (Graphics)"","" Product Development"","" Web Development""}",4.4,7100.0,Intermediate , 3 - 6 Months,"['R Programming', 'Data Analysis', 'Statistical Analysis', 'Statistical Programming', 'Probability & Statistics', 'Statistical Machine Learning', 'General Statistics', 'Machine Learning Algorithms', 'Human Learning', 'Machine Learning', 'Problem Solving', 'Statistical Tests', 'Regression', 'Computer Programming', 'Algorithms', 'Applied Machine Learning', 'Correlation And Dependence', 'Data Model', 'Estimation', 'Probability Distribution', 'Machine Learning Software', 'Natural Language Processing', 'Basic Descriptive Statistics', 'Exploratory Data Analysis', 'Computer Graphics', 'Data Visualization', 'Interactive Data Visualization', 'Plot (Graphics)', 'Product Development', 'Web Development']","['Data Analysis', 'Probability & Statistics', 'General Statistics', 'Machine Learning Algorithms', 'Human Learning', 'Machine Learning', 'Problem Solving', 'Computer Programming', 'Algorithms', 'Data Visualization']",1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0
Foundations of Data Science: K-Means Clustering in Python,"{"" Data Analysis"","" Computer Programming"","" Python Programming"","" Statistical Analysis"","" Statistical Programming"","" Applied Machine Learning"","" Basic Descriptive Statistics"","" Data Visualization"","" General Statistics"","" Machine Learning"","" Machine Learning Algorithms""}",4.6,619.0,Beginner , 1 - 3 Months,"['Data Analysis', 'Computer Programming', 'Python Programming', 'Statistical Analysis', 'Statistical Programming', 'Applied Machine Learning', 'Basic Descriptive Statistics', 'Data Visualization', 'General Statistics', 'Machine Learning', 'Machine Learning Algorithms']","['Data Analysis', 'Computer Programming', 'Python Programming', 'Data Visualization', 'General Statistics', 'Machine Learning', 'Machine Learning Algorithms']",0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
Conflict Management,"{"" Collaboration"","" Communication"","" Conflict Management"","" Leadership and Management""}",4.4,2000.0,Beginner , 3 - 6 Months,"['Collaboration', 'Communication', 'Conflict Management', 'Leadership and Management']","['Communication', 'Leadership and Management']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Penetration Testing, Incident Response and Forensics","{"" Security Strategy"","" Computer Security Incident Management"","" Python Programming"","" Computer Programming"","" Leadership and Management""}",4.6,2200.0,Beginner , 1 - 4 Weeks,"['Security Strategy', 'Computer Security Incident Management', 'Python Programming', 'Computer Programming', 'Leadership and Management']","['Python Programming', 'Computer Programming', 'Leadership and Management']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
English Composition I,"{"" Writing""}",4.6,1100.0,Beginner , 1 - 3 Months,['Writing'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Warehousing for Business Intelligence,"{"" Data Warehousing"","" Data Management"","" Databases"","" Database Design"","" Business Intelligence"","" Data Model"","" Database Administration"","" Business Analysis"","" SQL"","" Data Analysis"","" Data Architecture"","" Warehouse Management"","" Data Visualization"","" Leadership and Management"","" Systems Design"","" Database Application"","" Extract"","" Transform"","" Load"","" Critical Thinking"","" Performance Management"","" Marketing Design""}",4.5,3900.0,Advanced , 3 - 6 Months,"['Data Warehousing', 'Data Management', 'Databases', 'Database Design', 'Business Intelligence', 'Data Model', 'Database Administration', 'Business Analysis', 'SQL', 'Data Analysis', 'Data Architecture', 'Warehouse Management', 'Data Visualization', 'Leadership and Management', 'Systems Design', 'Database Application', 'Extract', 'Transform', 'Load', 'Critical Thinking', 'Performance Management', 'Marketing Design']","['Data Management', 'Databases', 'Business Analysis', 'Data Analysis', 'Data Visualization', 'Leadership and Management', 'Critical Thinking']",0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Algorithmic Toolbox,"{"" Algorithms"","" Computer Programming"","" Problem Solving"","" Theoretical Computer Science"","" Computational Thinking"","" Critical Thinking"","" Computer Programming Tools"","" Computational Logic"","" Data Structures"","" Programming Principles"","" Software Testing""}",4.6,12300.0,Intermediate , 1 - 3 Months,"['Algorithms', 'Computer Programming', 'Problem Solving', 'Theoretical Computer Science', 'Computational Thinking', 'Critical Thinking', 'Computer Programming Tools', 'Computational Logic', 'Data Structures', 'Programming Principles', 'Software Testing']","['Algorithms', 'Computer Programming', 'Problem Solving', 'Critical Thinking']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gender Analytics: Gender Equity through Inclusive Design,"{"" Research and Design"","" Critical Thinking"","" Organizational Development"","" People Analysis"","" Business Analysis"","" Decision Making"","" Data Analysis"","" Emotional Intelligence"","" Leadership and Management"","" People Development"","" Strategy and Operations"","" Business Psychology"","" Communication"","" Data Management"","" Human Resources"","" Leadership Development"","" Problem Solving"","" Strategy"","" User Experience Design"","" Change Management"","" General Statistics"","" Human Computer Interaction"","" Innovation"","" Probability & Statistics"","" Statistical Analysis"","" User Experience"","" Creativity"","" Market Research""}",4.8,478.0,Beginner , 3 - 6 Months,"['Research and Design', 'Critical Thinking', 'Organizational Development', 'People Analysis', 'Business Analysis', 'Decision Making', 'Data Analysis', 'Emotional Intelligence', 'Leadership and Management', 'People Development', 'Strategy and Operations', 'Business Psychology', 'Communication', 'Data Management', 'Human Resources', 'Leadership Development', 'Problem Solving', 'Strategy', 'User Experience Design', 'Change Management', 'General Statistics', 'Human Computer Interaction', 'Innovation', 'Probability & Statistics', 'Statistical Analysis', 'User Experience', 'Creativity', 'Market Research']","['Critical Thinking', 'Business Analysis', 'Decision Making', 'Data Analysis', 'Leadership and Management', 'Strategy and Operations', 'Communication', 'Data Management', 'Problem Solving', 'Strategy', 'General Statistics', 'Probability & Statistics']",0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,1,1
ChatGPT for Beginners: Save time with Microsoft Excel,"{"" Data Management"","" Microsoft Excel""}",4.6,27.0,Intermediate , Less Than 2 Hours,"['Data Management', 'Microsoft Excel']",['Data Management'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Managerial Economics and Business Analysis,"{"" Market Analysis"","" Finance"","" Business Analysis"","" Financial Analysis"","" Data Analysis"","" Behavioral Economics"","" Decision Making"","" Econometrics"","" Probability & Statistics"","" Accounting"","" Banking"","" General Statistics"","" Statistical Analysis"","" Leadership and Management"","" Basic Descriptive Statistics"","" Exploratory Data Analysis"","" Financial Accounting"","" Financial Management"","" Strategy and Operations"","" Investment Management"","" Market Research"","" Probability Distribution"","" Regulations and Compliance"","" Marketing"","" Risk Management"","" Securities Trading"","" Statistical Tests"","" Correlation And Dependence"","" Securities Sales"","" Strategy"","" Taxes"","" Game Theory"","" Microsoft Excel""}",4.8,3800.0,Beginner , 3 - 6 Months,"['Market Analysis', 'Finance', 'Business Analysis', 'Financial Analysis', 'Data Analysis', 'Behavioral Economics', 'Decision Making', 'Econometrics', 'Probability & Statistics', 'Accounting', 'Banking', 'General Statistics', 'Statistical Analysis', 'Leadership and Management', 'Basic Descriptive Statistics', 'Exploratory Data Analysis', 'Financial Accounting', 'Financial Management', 'Strategy and Operations', 'Investment Management', 'Market Research', 'Probability Distribution', 'Regulations and Compliance', 'Marketing', 'Risk Management', 'Securities Trading', 'Statistical Tests', 'Correlation And Dependence', 'Securities Sales', 'Strategy', 'Taxes', 'Game Theory', 'Microsoft Excel']","['Finance', 'Business Analysis', 'Data Analysis', 'Decision Making', 'Probability & Statistics', 'General Statistics', 'Leadership and Management', 'Strategy and Operations', 'Marketing', 'Strategy']",0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,1
Python for Cybersecurity,"{"" Python Programming"","" Computer Programming""}",4.5,334.0,Intermediate , 3 - 6 Months,"['Python Programming', 'Computer Programming']","['Python Programming', 'Computer Programming']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Introduction to Systems Engineering,"{"" Risk Management""}",5.0,17.0,Beginner , 3 - 6 Months,['Risk Management'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
People Analytics,"{"" Data Analysis"","" Human Resources"","" Human Resources Operations"","" Leadership and Management"","" Organizational Development"","" People Analysis"","" People Management"","" Performance Management"","" Talent Management"","" People Development"","" Collaboration""}",4.6,5900.0,Mixed , 1 - 4 Weeks,"['Data Analysis', 'Human Resources', 'Human Resources Operations', 'Leadership and Management', 'Organizational Development', 'People Analysis', 'People Management', 'Performance Management', 'Talent Management', 'People Development', 'Collaboration']","['Data Analysis', 'Leadership and Management']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Foundations of Business Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Market Analysis""}",4.8,2900.0,Beginner , 1 - 4 Weeks,"['Entrepreneurship', 'Leadership and Management', 'Marketing', 'Sales', 'Strategy', 'Strategy and Operations', 'Market Analysis']","['Entrepreneurship', 'Leadership and Management', 'Marketing', 'Strategy', 'Strategy and Operations']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1
Learn English: Advanced Grammar and Punctuation,"{"" Writing""}",4.8,2500.0,Advanced , 3 - 6 Months,['Writing'],[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Introduction to Containers w/ Docker, Kubernetes & OpenShift","{"" Kubernetes"","" Docker (Software)"","" Cloud Computing""}",4.4,630.0,Intermediate , 1 - 3 Months,"['Kubernetes', 'Docker (Software)', 'Cloud Computing']",['Cloud Computing'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epidemiology for Public Health,"{"" Epidemiology"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Critical Thinking"","" Statistical Tests"","" Research and Design"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Biostatistics"","" Problem Solving"","" Regression"","" Experiment""}",4.8,1100.0,Beginner , 1 - 3 Months,"['Epidemiology', 'Data Analysis', 'General Statistics', 'Probability & Statistics', 'Critical Thinking', 'Statistical Tests', 'Research and Design', 'Statistical Analysis', 'Basic Descriptive Statistics', 'Biostatistics', 'Problem Solving', 'Regression', 'Experiment']","['Data Analysis', 'General Statistics', 'Probability & Statistics', 'Critical Thinking', 'Problem Solving']",0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
Machine Learning for All,"{"" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Statistical Machine Learning"","" Critical Thinking"","" Data Analysis"","" Decision Making"","" Training""}",4.7,3300.0,Beginner , 1 - 4 Weeks,"['Algorithms', 'Artificial Neural Networks', 'Deep Learning', 'Human Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Statistical Machine Learning', 'Critical Thinking', 'Data Analysis', 'Decision Making', 'Training']","['Algorithms', 'Human Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Critical Thinking', 'Data Analysis', 'Decision Making']",1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0
Probability Theory: Foundation for Data Science,"{"" Probability & Statistics"","" General Statistics"","" Probability Distribution"","" Correlation And Dependence"","" Mathematics""}",4.4,138.0,Intermediate , 1 - 3 Months,"['Probability & Statistics', 'General Statistics', 'Probability Distribution', 'Correlation And Dependence', 'Mathematics']","['Probability & Statistics', 'General Statistics']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),"{"" Computer Programming"","" Computer Architecture""}",4.9,492.0,Mixed , 1 - 3 Months,"['Computer Programming', 'Computer Architecture']",['Computer Programming'],0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cyber Security Fundamentals,"{"" Computer Security Incident Management"","" Computer Security Models"","" Cryptography"","" Leadership and Management"","" Mobile Security"","" Risk Management"","" Security Engineering"","" System Security""}",4.7,117.0,Beginner , 1 - 4 Weeks,"['Computer Security Incident Management', 'Computer Security Models', 'Cryptography', 'Leadership and Management', 'Mobile Security', 'Risk Management', 'Security Engineering', 'System Security']",['Leadership and Management'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
