course_title,skills,rating,review_count,level,duration,skills_list,skills_text,filtered_skills,algorithms,business analysis,cloud computing,communication,computer programming,critical thinking,data analysis,data management,decision making,finance,human learning,leadership and management,machine learning,machine learning algorithms,marketing,planning,probability & statistics,problem solving,project management,python programming,risk management,sql,strategy,strategy and operations,writing
Generative AI for Everyone,"{"" Strategy"","" Writing""}",4.9,188.0,Beginner , 1 - 4 Weeks,"['Strategy', 'Writing']",strategy | writing,"['strategy', 'writing']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
IBM DevOps and Software Engineering,"{"" DevOps"","" Software Engineering"","" Cloud Computing"","" Computer Programming"","" Application Development"","" Python Programming"","" Software Architecture"","" Cloud Applications"","" Continuous Delivery"","" Continuous Integration"","" Software Engineering Tools"","" Agile Software Development"","" Programming Principles"","" Security Engineering"","" Software Testing"","" Cloud Infrastructure"","" Kubernetes"","" Cloud-Based Integration"","" Microarchitecture"","" Cloud Platforms"","" Communication"","" IBM Cloud"","" Scrum (Software Development)"","" Software Security"","" Cloud Storage"","" Docker (Software)"","" Linux"","" Product Management"","" Software-Defined Networking"","" Collaboration"","" Leadership and Management"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,43200.0,Beginner , 3 - 6 Months,"['DevOps', 'Software Engineering', 'Cloud Computing', 'Computer Programming', 'Application Development', 'Python Programming', 'Software Architecture', 'Cloud Applications', 'Continuous Delivery', 'Continuous Integration', 'Software Engineering Tools', 'Agile Software Development', 'Programming Principles', 'Security Engineering', 'Software Testing', 'Cloud Infrastructure', 'Kubernetes', 'Cloud-Based Integration', 'Microarchitecture', 'Cloud Platforms', 'Communication', 'IBM Cloud', 'Scrum (Software Development)', 'Software Security', 'Cloud Storage', 'Docker (Software)', 'Linux', 'Product Management', 'Software-Defined Networking', 'Collaboration', 'Leadership and Management', 'Data Analysis', 'Mergers & Acquisitions']",devops | software engineering | cloud computing | computer programming | application development | python programming | software architecture | cloud applications | continuous delivery | continuous integration | software engineering tools | agile software development | programming principles | security engineering | software testing | cloud infrastructure | kubernetes | cloud-based integration | microarchitecture | cloud platforms | communication | ibm cloud | scrum (software development) | software security | cloud storage | docker (software) | linux | product management | software-defined networking | collaboration | leadership and management | data analysis | mergers & acquisitions,"['cloud computing', 'computer programming', 'python programming', 'communication', 'leadership and management', 'data analysis']",0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
IBM Full Stack Software Developer,"{"" Cloud Computing"","" Python Programming"","" Cloud Applications"","" Computer Programming"","" IBM Cloud"","" Application Development"","" Cloud Infrastructure"","" DevOps"","" Web Development"","" Cloud Management"","" Cloud Platforms"","" Javascript"","" Software Architecture"","" Cloud API"","" Cloud Storage"","" Cloud-Based Integration"","" Full-Stack Web Development"","" Software Engineering"","" Continuous Delivery"","" Continuous Integration"","" Docker (Software)"","" Software As A Service"","" Web Development Tools"","" Microarchitecture"","" Django (Web Framework)"","" Database Application"","" Databases"","" Kubernetes"","" SQL"","" Software Engineering Tools"","" Data Management"","" NoSQL"","" Collaboration"","" Computer Science"","" Data Analysis"","" Leadership and Management"","" Mergers & Acquisitions"","" React (web framework)""}",4.6,41200.0,Beginner , 3 - 6 Months,"['Cloud Computing', 'Python Programming', 'Cloud Applications', 'Computer Programming', 'IBM Cloud', 'Application Development', 'Cloud Infrastructure', 'DevOps', 'Web Development', 'Cloud Management', 'Cloud Platforms', 'Javascript', 'Software Architecture', 'Cloud API', 'Cloud Storage', 'Cloud-Based Integration', 'Full-Stack Web Development', 'Software Engineering', 'Continuous Delivery', 'Continuous Integration', 'Docker (Software)', 'Software As A Service', 'Web Development Tools', 'Microarchitecture', 'Django (Web Framework)', 'Database Application', 'Databases', 'Kubernetes', 'SQL', 'Software Engineering Tools', 'Data Management', 'NoSQL', 'Collaboration', 'Computer Science', 'Data Analysis', 'Leadership and Management', 'Mergers & Acquisitions', 'React (web framework)']",cloud computing | python programming | cloud applications | computer programming | ibm cloud | application development | cloud infrastructure | devops | web development | cloud management | cloud platforms | javascript | software architecture | cloud api | cloud storage | cloud-based integration | full-stack web development | software engineering | continuous delivery | continuous integration | docker (software) | software as a service | web development tools | microarchitecture | django (web framework) | database application | databases | kubernetes | sql | software engineering tools | data management | nosql | collaboration | computer science | data analysis | leadership and management | mergers & acquisitions | react (web framework),"['cloud computing', 'python programming', 'computer programming', 'sql', 'data management', 'data analysis', 'leadership and management']",0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Key Technologies for Business,"{"" Algorithms"","" Applied Machine Learning"","" Artificial Neural Networks"","" Computer Vision"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Cloud Computing"","" Data Science"","" Data Analysis"","" Big Data"","" Data Mining"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" DevOps"","" IBM Cloud"","" Regression"","" Writing""}",4.7,81500.0,Beginner , 1 - 3 Months,"['Algorithms', 'Applied Machine Learning', 'Artificial Neural Networks', 'Computer Vision', 'Deep Learning', 'Human Learning', 'Machine Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Cloud Computing', 'Data Science', 'Data Analysis', 'Big Data', 'Data Mining', 'Cloud Applications', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'DevOps', 'IBM Cloud', 'Regression', 'Writing']",algorithms | applied machine learning | artificial neural networks | computer vision | deep learning | human learning | machine learning | machine learning algorithms | machine learning software | cloud computing | data science | data analysis | big data | data mining | cloud applications | cloud infrastructure | cloud platforms | cloud storage | devops | ibm cloud | regression | writing,"['algorithms', 'human learning', 'machine learning', 'machine learning algorithms', 'cloud computing', 'data analysis', 'writing']",1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
Data Science Fundamentals with Python and SQL,"{"" Python Programming"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Basic Descriptive Statistics"","" Statistical Analysis"","" Statistical Tests"","" Mathematical Theory & Analysis"","" Statistical Programming"","" Computer Programming"","" Data Science"","" Plot (Graphics)"","" R Programming"","" Computational Thinking"","" Data Management"","" Database Application"","" Database Design"","" Database Theory"","" Databases"","" SQL"","" Cloud Computing"","" IBM Cloud""}",4.6,59200.0,Beginner , 3 - 6 Months,"['Python Programming', 'Data Analysis', 'General Statistics', 'Probability & Statistics', 'Basic Descriptive Statistics', 'Statistical Analysis', 'Statistical Tests', 'Mathematical Theory & Analysis', 'Statistical Programming', 'Computer Programming', 'Data Science', 'Plot (Graphics)', 'R Programming', 'Computational Thinking', 'Data Management', 'Database Application', 'Database Design', 'Database Theory', 'Databases', 'SQL', 'Cloud Computing', 'IBM Cloud']",python programming | data analysis | general statistics | probability & statistics | basic descriptive statistics | statistical analysis | statistical tests | mathematical theory & analysis | statistical programming | computer programming | data science | plot (graphics) | r programming | computational thinking | data management | database application | database design | database theory | databases | sql | cloud computing | ibm cloud,"['python programming', 'data analysis', 'probability & statistics', 'computer programming', 'data management', 'sql', 'cloud computing']",0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
IBM & Darden Digital Strategy,"{"" Business Analysis"","" Business Transformation"","" Strategy"","" Cloud Computing"","" Data Analysis"","" Strategy and Operations"","" Applied Machine Learning"","" Entrepreneurship"","" Leadership and Management"","" Algorithms"","" Artificial Neural Networks"","" Computer Vision"","" Deep Learning"","" Human Learning"","" Innovation"","" Machine Learning"","" Machine Learning Algorithms"","" Machine Learning Software"","" Marketing"","" Sales"","" Data Visualization"","" Research and Design"","" Business Design"","" Business Development"","" Customer Analysis"","" Product Strategy"","" Market Analysis"","" Data Management"","" Data Mining"","" Databases"","" Python Programming"","" SQL"","" Cloud Applications"","" Cloud Infrastructure"","" Cloud Platforms"","" Cloud Storage"","" Data Science"","" DevOps"","" IBM Cloud"","" NoSQL"","" R Programming"","" Microsoft Excel""}",4.7,29700.0,Beginner , 3 - 6 Months,"['Business Analysis', 'Business Transformation', 'Strategy', 'Cloud Computing', 'Data Analysis', 'Strategy and Operations', 'Applied Machine Learning', 'Entrepreneurship', 'Leadership and Management', 'Algorithms', 'Artificial Neural Networks', 'Computer Vision', 'Deep Learning', 'Human Learning', 'Innovation', 'Machine Learning', 'Machine Learning Algorithms', 'Machine Learning Software', 'Marketing', 'Sales', 'Data Visualization', 'Research and Design', 'Business Design', 'Business Development', 'Customer Analysis', 'Product Strategy', 'Market Analysis', 'Data Management', 'Data Mining', 'Databases', 'Python Programming', 'SQL', 'Cloud Applications', 'Cloud Infrastructure', 'Cloud Platforms', 'Cloud Storage', 'Data Science', 'DevOps', 'IBM Cloud', 'NoSQL', 'R Programming', 'Microsoft Excel']",business analysis | business transformation | strategy | cloud computing | data analysis | strategy and operations | applied machine learning | entrepreneurship | leadership and management | algorithms | artificial neural networks | computer vision | deep learning | human learning | innovation | machine learning | machine learning algorithms | machine learning software | marketing | sales | data visualization | research and design | business design | business development | customer analysis | product strategy | market analysis | data management | data mining | databases | python programming | sql | cloud applications | cloud infrastructure | cloud platforms | cloud storage | data science | devops | ibm cloud | nosql | r programming | microsoft excel,"['business analysis', 'strategy', 'cloud computing', 'data analysis', 'strategy and operations', 'leadership and management', 'algorithms', 'human learning', 'machine learning', 'machine learning algorithms', 'marketing', 'data management', 'python programming', 'sql']",1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
IBM Data Engineering,"{"" Data Management"","" Databases"","" Database Administration"","" Extract"","" Transform"","" Load"","" Big Data"","" SQL"","" Python Programming"","" Apache"","" Database Design"","" Distributed Computing Architecture"","" Data Architecture"","" Database Application"","" NoSQL"","" Data Structures"","" Data Model"","" Data Warehousing"","" Cloud Computing"","" Database Theory"","" Data Engineering"","" Data Visualization"","" Computer Programming"","" Cloud Storage"","" IBM Cloud"","" Data Mining"","" Machine Learning"","" Cloud Applications"","" Data Analysis"","" Leadership and Management"","" Kubernetes"","" Software Architecture"","" PostgreSQL"","" Computational Thinking"","" Business Intelligence"","" Data Visualization Software"","" Linux"","" Network Security"","" Statistical Programming"","" Data Science""}",4.6,46200.0,Beginner , 3 - 6 Months,"['Data Management', 'Databases', 'Database Administration', 'Extract', 'Transform', 'Load', 'Big Data', 'SQL', 'Python Programming', 'Apache', 'Database Design', 'Distributed Computing Architecture', 'Data Architecture', 'Database Application', 'NoSQL', 'Data Structures', 'Data Model', 'Data Warehousing', 'Cloud Computing', 'Database Theory', 'Data Engineering', 'Data Visualization', 'Computer Programming', 'Cloud Storage', 'IBM Cloud', 'Data Mining', 'Machine Learning', 'Cloud Applications', 'Data Analysis', 'Leadership and Management', 'Kubernetes', 'Software Architecture', 'PostgreSQL', 'Computational Thinking', 'Business Intelligence', 'Data Visualization Software', 'Linux', 'Network Security', 'Statistical Programming', 'Data Science']",data management | databases | database administration | extract | transform | load | big data | sql | python programming | apache | database design | distributed computing architecture | data architecture | database application | nosql | data structures | data model | data warehousing | cloud computing | database theory | data engineering | data visualization | computer programming | cloud storage | ibm cloud | data mining | machine learning | cloud applications | data analysis | leadership and management | kubernetes | software architecture | postgresql | computational thinking | business intelligence | data visualization software | linux | network security | statistical programming | data science,"['data management', 'sql', 'python programming', 'cloud computing', 'computer programming', 'machine learning', 'data analysis', 'leadership and management']",0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0
IBM Data Analytics with Excel and R,"{"" Data Analysis"","" R Programming"","" Computer Programming"","" Data Visualization"","" Data Management"","" Statistical Programming"","" Databases"","" Plot (Graphics)"","" Exploratory Data Analysis"","" Statistical Visualization"","" Data Analysis Software"","" Data Structures"","" Statistical Analysis"","" Microsoft Excel"","" SQL"","" Basic Descriptive Statistics"","" General Statistics"","" Interactive Data Visualization"","" Database Application"","" Extract"","" Transform"","" Load"","" Spreadsheet Software"","" Visualization (Computer Graphics)"","" Programming Principles"","" Regression"","" Database Administration"","" Database Design"","" Database Theory"","" Computer Programming Tools"","" Correlation And Dependence"","" Data Mining"","" Data Visualization Software"","" Statistical Machine Learning"","" Visual Design"","" Business Analysis"","" Python Programming"","" Data Science"","" NoSQL""}",4.7,19900.0,Beginner , 3 - 6 Months,"['Data Analysis', 'R Programming', 'Computer Programming', 'Data Visualization', 'Data Management', 'Statistical Programming', 'Databases', 'Plot (Graphics)', 'Exploratory Data Analysis', 'Statistical Visualization', 'Data Analysis Software', 'Data Structures', 'Statistical Analysis', 'Microsoft Excel', 'SQL', 'Basic Descriptive Statistics', 'General Statistics', 'Interactive Data Visualization', 'Database Application', 'Extract', 'Transform', 'Load', 'Spreadsheet Software', 'Visualization (Computer Graphics)', 'Programming Principles', 'Regression', 'Database Administration', 'Database Design', 'Database Theory', 'Computer Programming Tools', 'Correlation And Dependence', 'Data Mining', 'Data Visualization Software', 'Statistical Machine Learning', 'Visual Design', 'Business Analysis', 'Python Programming', 'Data Science', 'NoSQL']",data analysis | r programming | computer programming | data visualization | data management | statistical programming | databases | plot (graphics) | exploratory data analysis | statistical visualization | data analysis software | data structures | statistical analysis | microsoft excel | sql | basic descriptive statistics | general statistics | interactive data visualization | database application | extract | transform | load | spreadsheet software | visualization (computer graphics) | programming principles | regression | database administration | database design | database theory | computer programming tools | correlation and dependence | data mining | data visualization software | statistical machine learning | visual design | business analysis | python programming | data science | nosql,"['data analysis', 'computer programming', 'data management', 'sql', 'business analysis', 'python programming']",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Data Analysis and Visualization Foundations,"{"" Microsoft Excel"","" Spreadsheet Software"","" Data Visualization"","" Data Analysis"","" Plot (Graphics)"","" Databases"","" Python Programming"","" SQL"","" Statistical Visualization"","" Business Analysis"","" Data Management"","" Data Mining"","" Data Science"","" Interactive Data Visualization"","" NoSQL"","" R Programming"","" Data Visualization Software""}",4.7,19300.0,Beginner , 3 - 6 Months,"['Microsoft Excel', 'Spreadsheet Software', 'Data Visualization', 'Data Analysis', 'Plot (Graphics)', 'Databases', 'Python Programming', 'SQL', 'Statistical Visualization', 'Business Analysis', 'Data Management', 'Data Mining', 'Data Science', 'Interactive Data Visualization', 'NoSQL', 'R Programming', 'Data Visualization Software']",microsoft excel | spreadsheet software | data visualization | data analysis | plot (graphics) | databases | python programming | sql | statistical visualization | business analysis | data management | data mining | data science | interactive data visualization | nosql | r programming | data visualization software,"['data analysis', 'python programming', 'sql', 'business analysis', 'data management']",0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Deep Learning,"{"" Machine Learning"","" Deep Learning"","" Artificial Neural Networks"","" Machine Learning Algorithms"","" Applied Machine Learning"","" Python Programming"","" Machine Learning Software"","" Network Model"","" Algorithms"","" Computer Programming"","" Computer Vision"","" Network Architecture"","" Natural Language Processing"","" Tensorflow"","" Human Learning"","" Data Analysis"","" Exploratory Data Analysis"","" Organizational Development"","" Strategy"","" Mathematics"","" Mathematical Theory & Analysis"","" Linear Algebra"","" Regression"","" Calculus""}",4.8,141500.0,Intermediate , 3 - 6 Months,"['Machine Learning', 'Deep Learning', 'Artificial Neural Networks', 'Machine Learning Algorithms', 'Applied Machine Learning', 'Python Programming', 'Machine Learning Software', 'Network Model', 'Algorithms', 'Computer Programming', 'Computer Vision', 'Network Architecture', 'Natural Language Processing', 'Tensorflow', 'Human Learning', 'Data Analysis', 'Exploratory Data Analysis', 'Organizational Development', 'Strategy', 'Mathematics', 'Mathematical Theory & Analysis', 'Linear Algebra', 'Regression', 'Calculus']",machine learning | deep learning | artificial neural networks | machine learning algorithms | applied machine learning | python programming | machine learning software | network model | algorithms | computer programming | computer vision | network architecture | natural language processing | tensorflow | human learning | data analysis | exploratory data analysis | organizational development | strategy | mathematics | mathematical theory & analysis | linear algebra | regression | calculus,"['machine learning', 'machine learning algorithms', 'python programming', 'algorithms', 'computer programming', 'human learning', 'data analysis', 'strategy']",1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0
IBM AI Foundations for Business,"{"" Machine Learning"","" Data Analysis"","" Applied Machine Learning"","" Data Management"","" Leadership and Management"","" Machine Learning Algorithms"","" Algorithms"","" Artificial Neural Networks"","" Business Process Management"","" Computer Vision"","" Data Architecture"","" Deep Learning"","" Human Learning"","" Machine Learning Software"","" Data Science"","" Strategy and Operations"","" Business Transformation"","" Cloud Computing"","" Strategy"","" Big Data"","" Data Mining"","" Innovation"","" Regression"","" Writing""}",4.7,77200.0,Beginner , 1 - 3 Months,"['Machine Learning', 'Data Analysis', 'Applied Machine Learning', 'Data Management', 'Leadership and Management', 'Machine Learning Algorithms', 'Algorithms', 'Artificial Neural Networks', 'Business Process Management', 'Computer Vision', 'Data Architecture', 'Deep Learning', 'Human Learning', 'Machine Learning Software', 'Data Science', 'Strategy and Operations', 'Business Transformation', 'Cloud Computing', 'Strategy', 'Big Data', 'Data Mining', 'Innovation', 'Regression', 'Writing']",machine learning | data analysis | applied machine learning | data management | leadership and management | machine learning algorithms | algorithms | artificial neural networks | business process management | computer vision | data architecture | deep learning | human learning | machine learning software | data science | strategy and operations | business transformation | cloud computing | strategy | big data | data mining | innovation | regression | writing,"['machine learning', 'data analysis', 'data management', 'leadership and management', 'machine learning algorithms', 'algorithms', 'human learning', 'strategy and operations', 'cloud computing', 'strategy', 'writing']",1,0,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1
Data Engineering Foundations,"{"" Data Management"","" Python Programming"","" Databases"","" Data Structures"","" Data Engineering"","" Database Application"","" SQL"","" Database Administration"","" Database Design"","" Extract"","" Transform"","" Load"","" Computer Programming"","" Data Architecture"","" Database Theory"","" Data Mining"","" Data Model"","" Data Analysis"","" Leadership and Management"","" Computational Thinking"","" Data Warehousing"","" PostgreSQL"","" Big Data"","" IBM Cloud"","" Network Security"","" NoSQL"","" Cloud Computing"","" Data Science""}",4.6,45100.0,Beginner , 3 - 6 Months,"['Data Management', 'Python Programming', 'Databases', 'Data Structures', 'Data Engineering', 'Database Application', 'SQL', 'Database Administration', 'Database Design', 'Extract', 'Transform', 'Load', 'Computer Programming', 'Data Architecture', 'Database Theory', 'Data Mining', 'Data Model', 'Data Analysis', 'Leadership and Management', 'Computational Thinking', 'Data Warehousing', 'PostgreSQL', 'Big Data', 'IBM Cloud', 'Network Security', 'NoSQL', 'Cloud Computing', 'Data Science']",data management | python programming | databases | data structures | data engineering | database application | sql | database administration | database design | extract | transform | load | computer programming | data architecture | database theory | data mining | data model | data analysis | leadership and management | computational thinking | data warehousing | postgresql | big data | ibm cloud | network security | nosql | cloud computing | data science,"['data management', 'python programming', 'sql', 'computer programming', 'data analysis', 'leadership and management', 'cloud computing']",0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
IBM Back-End Development,"{"" Application Development"","" Software Engineering"","" Python Programming"","" Computer Programming"","" Software Architecture"","" DevOps"","" Software Engineering Tools"","" Cloud Applications"","" Cloud Computing"","" Security Engineering"","" Programming Principles"","" Web Development"","" Cloud Infrastructure"","" Cloud-Based Integration"","" Microarchitecture"","" Agile Software Development"","" Communication"","" IBM Cloud"","" Kubernetes"","" Software Security"","" Data Management"","" Database Application"","" Databases"","" Docker (Software)"","" Linux"","" Product Management"","" SQL"","" Software-Defined Networking"","" Collaboration"","" Django (Web Framework)"","" Leadership and Management"","" Data Analysis"","" Mergers & Acquisitions""}",4.6,36700.0,Beginner , 3 - 6 Months,"['Application Development', 'Software Engineering', 'Python Programming', 'Computer Programming', 'Software Architecture', 'DevOps', 'Software Engineering Tools', 'Cloud Applications', 'Cloud Computing', 'Security Engineering', 'Programming Principles', 'Web Development', 'Cloud Infrastructure', 'Cloud-Based Integration', 'Microarchitecture', 'Agile Software Development', 'Communication', 'IBM Cloud', 'Kubernetes', 'Software Security', 'Data Management', 'Database Application', 'Databases', 'Docker (Software)', 'Linux', 'Product Management', 'SQL', 'Software-Defined Networking', 'Collaboration', 'Django (Web Framework)', 'Leadership and Management', 'Data Analysis', 'Mergers & Acquisitions']",application development | software engineering | python programming | computer programming | software architecture | devops | software engineering tools | cloud applications | cloud computing | security engineering | programming principles | web development | cloud infrastructure | cloud-based integration | microarchitecture | agile software development | communication | ibm cloud | kubernetes | software security | data management | database application | databases | docker (software) | linux | product management | sql | software-defined networking | collaboration | django (web framework) | leadership and management | data analysis | mergers & acquisitions,"['python programming', 'computer programming', 'cloud computing', 'communication', 'data management', 'sql', 'leadership and management', 'data analysis']",0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
Applied Data Science,"{"" Python Programming"","" Data Visualization"","" Statistical Programming"","" Data Analysis"","" Machine Learning"","" Statistical Visualization"","" Plot (Graphics)"","" Algorithms"","" Computer Programming"","" Data Science"","" Exploratory Data Analysis"","" General Statistics"","" Machine Learning Algorithms"","" Probability & Statistics"","" Regression""}",4.6,48500.0,Beginner , 3 - 6 Months,"['Python Programming', 'Data Visualization', 'Statistical Programming', 'Data Analysis', 'Machine Learning', 'Statistical Visualization', 'Plot (Graphics)', 'Algorithms', 'Computer Programming', 'Data Science', 'Exploratory Data Analysis', 'General Statistics', 'Machine Learning Algorithms', 'Probability & Statistics', 'Regression']",python programming | data visualization | statistical programming | data analysis | machine learning | statistical visualization | plot (graphics) | algorithms | computer programming | data science | exploratory data analysis | general statistics | machine learning algorithms | probability & statistics | regression,"['python programming', 'data analysis', 'machine learning', 'algorithms', 'computer programming', 'machine learning algorithms', 'probability & statistics']",1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
IBM Applied AI,"{"" Machine Learning"","" Deep Learning"","" Machine Learning Algorithms"","" Artificial Neural Networks"","" Python Programming"","" Cloud Computing"","" Computer Vision"","" Human Learning"","" IBM Cloud"","" Applied Machine Learning"","" Algorithms"","" Cloud API"","" Machine Learning Software"","" Natural Language Processing"","" Human Computer Interaction"","" Computer Programming"","" Cloud Applications"","" Computer Programming Tools"","" Application Development"","" Visualization (Computer Graphics)"","" Data Analysis"","" Software As A Service"","" User Experience Design"","" Data Science""}",4.6,46200.0,Beginner , 3 - 6 Months,"['Machine Learning', 'Deep Learning', 'Machine Learning Algorithms', 'Artificial Neural Networks', 'Python Programming', 'Cloud Computing', 'Computer Vision', 'Human Learning', 'IBM Cloud', 'Applied Machine Learning', 'Algorithms', 'Cloud API', 'Machine Learning Software', 'Natural Language Processing', 'Human Computer Interaction', 'Computer Programming', 'Cloud Applications', 'Computer Programming Tools', 'Application Development', 'Visualization (Computer Graphics)', 'Data Analysis', 'Software As A Service', 'User Experience Design', 'Data Science']",machine learning | deep learning | machine learning algorithms | artificial neural networks | python programming | cloud computing | computer vision | human learning | ibm cloud | applied machine learning | algorithms | cloud api | machine learning software | natural language processing | human computer interaction | computer programming | cloud applications | computer programming tools | application development | visualization (computer graphics) | data analysis | software as a service | user experience design | data science,"['machine learning', 'machine learning algorithms', 'python programming', 'cloud computing', 'human learning', 'algorithms', 'computer programming', 'data analysis']",1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0
