course_title,rating,review_count,skills_list,platform,level,duration,skills_text,internet of things,microsoft excel,python programming,securities trading,google app engine,microsoft azure,javascript,java programming,basic descriptive statistics,database application,financial analysis,financial accounting,financial management,c programming language family,cloud api,sql,power bi,natural language processing,html and css,react,game theory,google cloud platform,software testing,application development,website
Adobe XD Mega Course  - User Experience Design,4.7,540.0,"['user experience design', 'user experience', 'user research']",udemy,0,8.5,user experience design | user experience | user research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumion 8 -  Beginner to Advanced,3.7,539.0,['3d'],udemy,0,8.5,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cadence OrCAD v17.4 for Beginners & Students - NOT Pro EEs!,4.5,539.0,['basic descriptive statistics'],udemy,1,15.0,basic descriptive statistics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fusion 360 for 3D Printing - Design Fidget Spinners,4.6,536.0,['3d'],udemy,2,2.0,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete Adobe Photoshop Megacourse: Beginner to Expert,4.4,527.0,['digital marketing'],udemy,0,50.5,digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graphic Design Bootcamp: Advanced Training Using Adobe CC,4.4,528.0,"['other cloud platforms and tools', 'other programming languages', 'other web frameworks']",udemy,2,5.0,other cloud platforms and tools | other programming languages | other web frameworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn Avid Media Composer,4.6,527.0,"['media production', 'critical thinking', 'social media', 'internet of things', 'media strategy & planning']",udemy,2,4.5,media production | critical thinking | social media | internet of things | media strategy & planning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learning Autodesk Inventor 2016,4.6,526.0,['3d'],udemy,1,9.5,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3D House Design Mastery in Blender 3x - Graphics & Design,4.6,522.0,"['graphics software', '3d', 'computer graphics']",udemy,1,8.0,graphics software | 3d | computer graphics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Photoshop and Illustrator MasterCourse : 100+ Projects,4.3,520.0,['video'],udemy,0,42.5,video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get your Unity animation Game Ready with Moho Pro,4.6,519.0,['3d'],udemy,1,35.0,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Psychology of Color in Game Design & Development,4.3,518.0,"['computational thinking', 'marketing psychology', 'business psychology', 'critical thinking']",udemy,0,2.5,computational thinking | marketing psychology | business psychology | critical thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Graphic Design Masterclass: Design 40+ Projects in Photoshop,4.6,517.0,"['graphics software', 'computer graphics']",udemy,0,15.0,graphics software | computer graphics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unreal Engine:  Character Skill System,4.7,515.0,"['system programming', 'system software', 'google app engine', 'search engine optimization', 'system security']",udemy,2,26.0,system programming | system software | google app engine | search engine optimization | system security,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Basic AutoCAD for engineering students,3.7,513.0,['3d'],udemy,1,3.0,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Advanced Particle VFX in Unity and After Effects,4.6,512.0,['survey creation'],udemy,1,6.5,survey creation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Color Theory for Designers,4.4,509.0,"['computer graphic techniques', 'graphic design']",udemy,0,1.5,computer graphic techniques | graphic design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How To Make A Wordpress Website with the Divi Theme,4.1,509.0,['website'],udemy,1,8.0,website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Advanced Revit Architecture 2016 Training,4.7,504.0,['information technology'],udemy,2,8.5,information technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lumion 9: Photorealistic Arch Viz in Just 2.5 Hrs,4.4,503.0,['internet of things'],udemy,0,3.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Create hand drawn character animations using Photoshop,4.5,503.0,['videos'],udemy,1,5.0,videos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arrimus Ultimate 3D Modeling Course,4.8,498.0,['internet of things'],udemy,0,73.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Learn Animation Production with Blender 2.9,4.4,498.0,['3d'],udemy,1,11.0,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blender Character Creation Masterclass - Orc Warrior,4.7,496.0,"['internet of things', 'survey creation']",udemy,2,74.0,internet of things | survey creation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ds Max + Vray: Create Stunning Architectural Exteriors,4.6,495.0,"['other cloud platforms and tools', 'other programming languages', 'other web frameworks']",udemy,0,9.5,other cloud platforms and tools | other programming languages | other web frameworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manufacturing Guide for Mechanical Product Development,4.9,492.0,"['user experience design', 'user experience']",udemy,0,2.0,user experience design | user experience,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Game Development with Unity 5,4.2,490.0,"['emotional intelligence', 'system programming', 'business intelligence', 'system software', 'artificial neural networks', 'internet of things', 'game theory', 'system security']",udemy,0,12.5,emotional intelligence | system programming | business intelligence | system software | artificial neural networks | internet of things | game theory | system security,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
How to create a movie in Unreal Engine 5 Beginners Edition,4.5,489.0,"['google app engine', 'search engine optimization']",udemy,1,2.5,google app engine | search engine optimization,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SketchUp Make - From beginner to advanced,4.2,487.0,['3d'],udemy,1,3.0,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canva Graphic Design Complete Guide | 10+ Projects,4.3,486.0,"['computer graphic techniques', 'graphic design']",udemy,0,3.0,computer graphic techniques | graphic design,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blender 2.81 - Substance painter - Sci fi asset creation,4.6,486.0,['video'],udemy,1,10.0,video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASIC Bootcamp for VLSI Engineer: STA Basic Concepts,3.9,485.0,"['user experience design', 'internet of things', 'user experience']",udemy,0,4.5,user experience design | internet of things | user experience,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate Blender 3D Modeling Guide,4.9,485.0,['3d'],udemy,0,10.0,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blender 2.8 UV Mapping,4.7,484.0,['3d'],udemy,1,6.0,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Build and Host Your Own LAMP Web Server!,4.4,483.0,"['php programming', 'apache', 'linux']",udemy,0,1.0,php programming | apache | linux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Develop Parametric Architecture with Grasshopper,4.5,483.0,"['other cloud platforms and tools', '3d', 'other programming languages', 'other web frameworks']",udemy,0,3.5,other cloud platforms and tools | 3d | other programming languages | other web frameworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blender & Substance: Modeling and texturing videogame props,4.2,482.0,['internet of things'],udemy,0,14.5,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Intro to Fashion Illustration -Beginners- Fashion Design,4.5,482.0,['internet of things'],udemy,0,4.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Master Photorealistic Rendering With Corona Renderer!,4.7,480.0,['media production'],udemy,0,21.0,media production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Responsive UX/UI Design in Figma 2h deep dive JULY 23 UPDATE,4.7,474.0,['software testing'],udemy,2,2.5,software testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Transitioning Into UX Writing,4.5,470.0,['writing'],udemy,1,2.0,writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Fusion 360 Course,4.2,470.0,['internet of things'],udemy,1,58.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ARCHICAD 23: Beginner and Intermediate Level,4.4,469.0,['information technology'],udemy,1,12.5,information technology,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Design For 3D Printing | Fusion 360 Masterclass,4.4,468.0,['3d'],udemy,1,9.5,3d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEO: Structured Data & Schema Markup for Webmasters,4.6,466.0,['search engine optimization'],udemy,0,3.5,search engine optimization,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Substance Designer 2020: Stylized material creation.,4.3,464.0,"['system programming', 'internet of things', 'system security', 'system software']",udemy,0,7.5,system programming | internet of things | system security | system software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Web Design Responsive Website Template from Scratch HTML CSS,3.5,463.0,"['html and css', 'website']",udemy,1,2.0,html and css | website,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Demon Huntress in Blender course,4.9,462.0,"['3d', 'survey creation']",udemy,2,23.0,3d | survey creation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adobe After Effects CC For Beginners: Learn After Effects CC,4.5,462.0,"['graphics software', 'computer graphics']",udemy,0,2.0,graphics software | computer graphics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Digital Marketing Course - 12 Courses in 1,4.5,168616.0,"['media production', 'strategy and operations', 'product strategy', 'digital marketing', 'social media', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,22.5,media production | strategy and operations | product strategy | digital marketing | social media | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Google Ads Training 2021: Profit with Pay Per Click,4.6,51417.0,"['cloud clients', 'google app engine', 'google cloud platform']",udemy,0,24.5,cloud clients | google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Instagram Marketing: Complete Guide To Instagram Growth,4.4,36236.0,['brand management'],udemy,0,7.5,brand management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Complete Digital Marketing Guide - 24 Courses in 1,4.6,24561.0,"['media production', 'wordpress', 'google cloud platform', 'digital marketing', 'social media', 'google app engine', 'media strategy & planning']",udemy,0,76.0,media production | wordpress | google cloud platform | digital marketing | social media | google app engine | media strategy & planning,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing Masterclass - 24 Marketing Courses in 1,4.5,22356.0,"['media production', 'media strategy & planning', 'social media']",udemy,0,46.5,media production | media strategy & planning | social media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Media Marketing MASTERY 2023 | Ads on 10+ Platforms,4.4,20699.0,"['other cloud platforms and tools', 'google app engine', 'google cloud platform', 'cloud platforms']",udemy,0,10.5,other cloud platforms and tools | google app engine | google cloud platform | cloud platforms,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Google Analytics Certification - Get Certified & Earn More,4.1,17111.0,"['user experience design', 'user experience', 'google app engine', 'google cloud platform']",udemy,0,2.5,user experience design | user experience | google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SQL for NEWBS: Weekender Crash Course,4.2,15250.0,['sql'],udemy,0,3.5,sql,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mega Digital Marketing Course A-Z: 12 Courses in 1 + Updates,4.6,13880.0,"['media production', 'wordpress', 'strategy and operations', 'product strategy', 'social media', 'digital marketing', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,76.0,media production | wordpress | strategy and operations | product strategy | social media | digital marketing | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YouTube Masterclass - Your Complete Guide to YouTube,4.1,11047.0,"['brand management', 'videos']",udemy,0,5.5,brand management | videos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Media Marketing - Complete Certificate Course,4.3,10751.0,"['media production', 'media strategy & planning', 'social media']",udemy,0,3.5,media production | media strategy & planning | social media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ultimate Google Analytics (4) course + 50 practical examples,4.4,9877.0,"['user experience design', 'user experience', 'google app engine', 'google cloud platform']",udemy,0,8.0,user experience design | user experience | google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Instagram Marketing 2023: Hashtags, Live, Stories, Ads &more",4.6,9564.0,"['internet of things', 'videos', 'account management']",udemy,0,23.0,internet of things | videos | account management,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Ultimate SEO Training 2023 + SEO For Wordpress Websites,4.7,9242.0,['technical product management'],udemy,0,14.0,technical product management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ClickBank Success – Affiliate Marketing Without A Website,4.1,8931.0,"['system programming', 'customer success', 'system security', 'system software']",udemy,0,3.5,system programming | customer success | system security | system software,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Fundamentals: Marketing Strategy,4.5,8067.0,"['strategy and operations', 'product strategy', 'internet of things', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,2.0,strategy and operations | product strategy | internet of things | strategy | security strategy | media strategy & planning,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[2024] Growth Hacking with Digital Marketing (Now with AI!),4.4,8026.0,"['other cloud platforms and tools', 'other programming languages', 'ibm cloud', 'other web frameworks']",udemy,0,8.0,other cloud platforms and tools | other programming languages | ibm cloud | other web frameworks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEO Training Masterclass 2023: Beginner To Advanced SEO,4.6,6748.0,['wordpress'],udemy,0,18.5,wordpress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Digital Marketing Handbook: 150+ Hacks,4.7,6575.0,"['media production', 'wordpress', 'digital marketing', 'social media', 'media strategy & planning']",udemy,0,21.0,media production | wordpress | digital marketing | social media | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Media Marketing Agency : Digital Marketing + Business,4.5,6387.0,"['media production', 'cloud clients', 'google cloud platform', 'social media', 'google app engine', 'media strategy & planning']",udemy,0,53.0,media production | cloud clients | google cloud platform | social media | google app engine | media strategy & planning,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Copywriting secrets - How to write copy that sells,4.6,6382.0,"['internet of things', 'customer success']",udemy,0,3.0,internet of things | customer success,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Analytics: Stand Out by Becoming an Analytics Pro!,4.5,6378.0,['internet of things'],udemy,1,5.0,internet of things,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Media Management - The Complete 2019 Manager Bootcamp,4.2,6136.0,"['media production', 'social media', 'financial accounting', 'financial management', 'media strategy & planning', 'financial analysis']",udemy,0,8.0,media production | social media | financial accounting | financial management | media strategy & planning | financial analysis,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Business Branding: The Complete Course Part 1 - Strategy,4.7,5990.0,['brand management'],udemy,0,3.0,brand management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Writing & Technical Writing Immersion,4.4,5844.0,"['system programming', 'system software', 'technical product management', 'writing', 'system security']",udemy,0,4.5,system programming | system software | technical product management | writing | system security,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Media Marketing - Content Marketing Masterclass,4.3,5646.0,"['media production', 'google cloud platform', 'video', 'strategy and operations', 'product strategy', 'digital marketing', 'social media', 'strategy', 'google app engine', 'security strategy', 'media strategy & planning']",udemy,1,18.5,media production | google cloud platform | video | strategy and operations | product strategy | digital marketing | social media | strategy | google app engine | security strategy | media strategy & planning,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
How to Create Animated Videos with Powerpoint,4.6,5380.0,['video'],udemy,0,4.5,video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete SEO Training With Top SEO Expert Peter Kent!,4.4,5368.0,"['internet of things', 'search engine optimization', 'google app engine', 'game theory']",udemy,0,8.0,internet of things | search engine optimization | google app engine | game theory,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Modern Copywriting: Writing copy that sells in 2023,4.5,5165.0,"['people development', 'computer science', 'people management', 'data science', 'internet of things', 'theoretical computer science', 'people analysis']",udemy,0,7.0,people development | computer science | people management | data science | internet of things | theoretical computer science | people analysis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Advertising and Marketing 101: The Complete Guide,4.4,5017.0,"['media production', 'video', 'digital marketing', 'social media', 'search engine optimization', 'media strategy & planning']",udemy,0,1.5,media production | video | digital marketing | social media | search engine optimization | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Writing Tools & Hacks: Copywriting/Blogging/Content Writing,4.2,4878.0,['writing'],udemy,0,1.5,writing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Digital Marketing Certification: Master Digital Marketing,4.1,4849.0,"['internet of things', 'digital marketing']",udemy,0,3.0,internet of things | digital marketing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Content Marketing Masterclass: Create Content That Sells,4.5,4839.0,['survey creation'],udemy,0,4.0,survey creation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Social Media Marketing & Management Masterclass 2023,4.6,4637.0,"['media production', 'digital marketing', 'social media', 'strategy', 'media strategy & planning']",udemy,0,33.5,media production | digital marketing | social media | strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Ads for Beginners,4.5,4417.0,"['google app engine', 'google cloud platform']",udemy,0,3.5,google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Digital Marketing Agency | Start a Social Media Business,4.6,4336.0,"['media production', 'wordpress', 'digital marketing', 'social media', 'media strategy & planning']",udemy,0,88.0,media production | wordpress | digital marketing | social media | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEO Training: Get Free Traffic to Your Website With SEO,4.8,4274.0,"['audit', 'wordpress']",udemy,0,2.5,audit | wordpress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Complete SEO Guide to Ranking Local Business Websites,4.5,4134.0,"['internet of things', 'google app engine', 'website', 'google cloud platform']",udemy,0,6.5,internet of things | google app engine | website | google cloud platform,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Content Marketing: Business Growth w/Content Marketing + AI,4.7,4067.0,['survey creation'],udemy,0,6.5,survey creation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A/B Testing and Experimentation for Beginners,4.4,3913.0,['software testing'],udemy,1,1.0,software testing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
VIP Digital Marketing Master Course : 31 Courses in 1,4.5,3892.0,"['wordpress', 'google app engine', 'google cloud platform', 'digital marketing']",udemy,0,65.0,wordpress | google app engine | google cloud platform | digital marketing,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Facebook Ads & Instagram Ads Course + Meta 410-101 + ChatGPT,4.5,3854.0,"['media production', 'media strategy & planning', 'social media']",udemy,1,32.5,media production | media strategy & planning | social media,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Instagram Marketing | Grow Organic Followers Naturally!,3.9,3834.0,['brand management'],udemy,0,1.5,brand management,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10 Facebook Ads Strategies That Make Me 6-Figures,4.8,3786.0,"['advertising', 'advertising sales']",udemy,0,2.0,advertising | advertising sales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Price Consumer Products (FMCG/CPG)?,4.5,3639.0,"['financial management', 'financial accounting', 'internet of things', 'financial analysis']",udemy,0,1.0,financial management | financial accounting | internet of things | financial analysis,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
YouTube Marketing 2023: YouTube SEO & Algorithms,4.5,3596.0,['video'],udemy,0,13.0,video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Ads For Beginners 2023 - Step By Step Process,4.7,3590.0,"['strategy', 'google app engine', 'google cloud platform']",udemy,1,8.5,strategy | google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Complete Facebook Ads Course - Beginner to Advanced,4.4,3517.0,"['strategy and operations', 'product strategy', 'advertising', 'advertising sales', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,6.0,strategy and operations | product strategy | advertising | advertising sales | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Storytelling Fundamentals for All - 1 Hour Supercourse,4.6,3423.0,"['writing', 'customer success']",udemy,0,1.5,writing | customer success,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Omnichannel Customer Experience Management (CX),4.5,3424.0,"['customer success', 'user experience', 'customer relationship management', 'user experience design', 'customer analysis', 'customer support']",udemy,0,3.0,customer success | user experience | customer relationship management | user experience design | customer analysis | customer support,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Media Management,4.1,3364.0,"['media production', 'strategy and operations', 'product strategy', 'digital marketing', 'social media', 'strategy', 'security strategy', 'media strategy & planning']",udemy,0,9.0,media production | strategy and operations | product strategy | digital marketing | social media | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEO Training,3.7,3317.0,"['media production', 'google cloud platform', 'mobile development', 'mobile security', 'social media', 'mobile development tools', 'google app engine', 'media strategy & planning']",udemy,0,9.5,media production | google cloud platform | mobile development | mobile security | social media | mobile development tools | google app engine | media strategy & planning,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
SEO:Amazon Affiliate Marketing+SEO |250+ Videos |18.0 Hours,4.6,3286.0,"['wordpress', 'amazon web services']",udemy,0,20.0,wordpress | amazon web services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Google Tag Manager (GTM) Training Course - From Zero to Hero,4.7,3159.0,"['google app engine', 'google cloud platform']",udemy,0,3.5,google app engine | google cloud platform,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
The Podcast Masterclass: The Complete Guide to Podcasting,4.4,3041.0,['digital marketing'],udemy,0,5.5,digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Product Marketing Launch Plan: Product GTM with Dekker, MBA",4.4,2973.0,"['strategy and operations', 'product strategy', 'strategy', 'security strategy', 'media strategy & planning']",udemy,2,4.0,strategy and operations | product strategy | strategy | security strategy | media strategy & planning,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Copywriting - Become a Freelance Copywriter, your own boss",4.4,2930.0,"['writing', 'basic descriptive statistics']",udemy,0,3.0,writing | basic descriptive statistics,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Beginner Affiliate Marketing To Start In 1 Day - 2023,4.6,2908.0,"['website', 'amazon web services']",udemy,0,12.0,website | amazon web services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Digital Marketing Strategist. Unlock your career growth,4.5,2903.0,"['customer support', 'digital marketing']",udemy,1,27.0,customer support | digital marketing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Digital Marketing Masterclass:Get Your First 1,000 Customers",4.6,2850.0,"['media production', 'media strategy & planning', 'social media', 'video']",udemy,1,26.0,media production | media strategy & planning | social media | video,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Behavioral Economics and Neuromarketing,4.4,2789.0,"['internet of things', 'decision making']",udemy,0,1.5,internet of things | decision making,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
